0.4,59336.89292779
0.5,25291.50284744
0.7,9942.53733493
0.8,6491.65011903
0.9,4403.05477418
1.0,3118.13637254
1.1,2289.41714627
1.2,1714.16876718
1.3,1291.43620433
1.4000000000000001,972.06166272
1.5,728.18549663
1.6,541.8713244
1.7,400.2933394
1.8,293.58555285
1.9,213.82954329
2.0,154.7090357
2.1,111.20695771
2.2,79.41816468
2.3,56.33837779
2.4000000000000004,39.6913984
2.5,27.74866452
2.6,19.2272109
2.6999999999999997,13.18919026
2.8000000000000003,8.93556462
2.9,5.95944928
3.0,3.89313798
3.1,2.47111508
3.2,1.50121611
3.3,0.84993932
3.4,0.41871789
3.5,0.13889746
3.6,-0.03750603
3.6999999999999997,-0.14413461
3.8,-0.20422386
3.9,-0.23374415
4.0,-0.24359196
4.1,-0.24113867
4.2,-0.23133736
4.3,-0.21746897
4.4,-0.20168759
4.5,-0.18536739
4.6,-0.16935466
4.7,-0.15415462
4.800000000000001,-0.14003547
4.8999999999999995,-0.12710924
5.0,-0.11539714
5.1,-0.10486455
5.2,-0.09543635
5.3,-0.08702457
5.3999999999999995,-0.0795363
5.5,-0.07287597
5.6000000000000005,-0.0669676
5.699999999999999,-0.06168682
5.8,-0.05700554
5.9,-0.05281958
6.0,-0.0490905
6.1000000000000005,-0.04577056
6.2,-0.04276997
6.3,-0.04008897
6.4,-0.03769268
6.5,-0.03552205
6.6,-0.03356032
6.7,-0.03178344
6.8,-0.03017536
6.9,-0.0287025
7.0,-0.02736966
7.1,-0.02615975
7.2,-0.02503886
7.300000000000001,-0.02402304
7.3999999999999995,-0.02308356
7.5,-0.02221827
7.6,-0.02141598
7.7,-0.02067797
7.8,-0.01999413
7.8999999999999995,-0.01936192
8.0,-0.018771
8.1,-0.01821819
8.200000000000001,-0.01770427
8.3,-0.01722357
8.4,-0.01677461
8.5,-0.0163517
8.6,-0.01595385
8.7,-0.01557895
8.8,-0.01522661
8.9,-0.0148931
9.0,-0.01457741
9.100000000000001,-0.01427859
9.2,-0.01399506
9.299999999999999,-0.01372518
9.4,-0.01346893
9.5,-0.01322487
9.600000000000001,-0.01299237
9.7,-0.01277003
9.799999999999999,-0.01255728
9.9,-0.01235401
10.0,-0.01215903
10.1,-0.01197185
10.2,-0.01179248
10.299999999999999,-0.01161972
10.4,-0.01145381
10.5,-0.01129388
10.6,-0.01113964
10.700000000000001,-0.01099091
10.799999999999999,-0.0108474
10.9,-0.01070862
11.0,-0.01057432
11.1,-0.01044448
11.200000000000001,-0.01031866
11.3,-0.01019671
11.399999999999999,-0.0100784
11.5,-0.00996358
11.6,-0.00985207
11.700000000000001,-0.00974371
11.8,-0.00963832
11.899999999999999,-0.00953579
12.0,-0.00943598
12.1,-0.00933875
12.2,-0.009244
12.3,-0.00915163
12.399999999999999,-0.00906154
12.5,-0.00897358
12.6,-0.00888774
12.7,-0.00880386
12.8,-0.00872191
12.9,-0.00864179
13.0,-0.00856343
13.1,-0.00848678
13.2,-0.00841175
13.3,-0.0083383
