0.1;275486.48211274
0.1;275486.48211274
0.1;276833.08715278
0.2;91257.78479632
0.3;43733.59334708
0.39999999999999997;23176.14226603
0.5;12939.65302145
0.6;7764.65419405
0.7000000000000001;5090.32552023
0.7999999999999999;3651.74224886
0.9;2736.97535628
1.0;2018.54568319
1.1;1483.69009084
1.2000000000000002;1078.93250456
1.2999999999999998;775.21391973
1.4;550.90581909
1.5;387.79358348
1.5999999999999999;270.72593014
1.7;187.63316993
1.8;129.15031224
1.9000000000000001;88.33175089
2.0;60.00590462
2.1;40.46643356
2.1999999999999997;27.07029693
2.3;17.93756402
2.4;11.75124355
2.5;7.58752005
2.5999999999999996;4.8069931
2.7;2.96665931
2.8;1.76217369
2.9000000000000004;0.98347898
3.0;0.48939901
3.1;0.18267054
3.2;-0.00122272
3.3;-0.1057965
3.4;-0.15970808
3.5;-0.18264531
3.6;-0.18674321
3.6999999999999997;-0.18003649
3.8000000000000003;-0.16761978
3.9;-0.15265147
4.0;-0.13702867
4.1;-0.12183874
4.2;-0.10765876
4.3;-0.09475198
4.3999999999999995;-0.08319477
4.5;-0.07295665
4.6;-0.06395246
4.7;-0.05606961
4.800000000000001;-0.04918815
4.8999999999999995;-0.04319033
5.0;-0.03796598
5.1000000000000005;-0.03341499
5.199999999999999;-0.02944816
5.3;-0.02598699
5.4;-0.02296307
5.5;-0.02031713
5.6;-0.01799804
5.7;-0.01596184
5.800000000000001;-0.01417076
5.8999999999999995;-0.01259237
6.0;-0.01119885
6.1000000000000005;-0.00996627
6.2;-0.0088741
6.3;-0.00790463
6.4;-0.00704259
6.5;-0.0062748
6.6;-0.00558986
6.7;-0.00497787
6.8;-0.00443023
6.9;-0.00393949
7.0;-0.00349912
7.1;-0.00310341
7.2;-0.0027474
7.300000000000001;-0.00242671
7.3999999999999995;-0.0021375
7.5;-0.0018764
7.6000000000000005;-0.00164042
7.699999999999999;-0.00142694
7.8;-0.00123362
7.9;-0.0010584
8.0;-0.00089947
8.1;-0.00075519
8.2;-0.00062411
8.3;-0.00050494
8.4;-0.00039653
8.5;-0.00029786
8.6;-0.00020801
8.700000000000001;-0.00012614
8.8;-5.151e-05
8.9;1.653e-05
9.0;7.859e-05
9.100000000000001;0.00013521
9.2;0.00018687
9.299999999999999;0.00023401
9.4;0.00027703
9.5;0.00031628
9.600000000000001;0.00035209
9.700000000000001;0.00038476
9.799999999999999;0.00041455
9.9;0.0004417
10.0;0.00046643
10.1;0.00048896
10.200000000000001;0.00050945
10.3;0.00052808
10.399999999999999;0.00054499
10.5;0.00056033
10.6;0.00057422
10.7;0.00058678
10.8;0.00059811
10.9;0.00060832
11.0;0.00061748
11.1;0.00062568
11.2;0.000633
11.3;0.00063951
11.4;0.00064526
11.5;0.00065032
11.600000000000001;0.00065475
11.7;0.00065858
11.799999999999999;0.00066161
11.9;0.00066441
12.0;0.00066674
12.100000000000001;0.00066864
12.2;0.00067015
12.299999999999999;0.00067128
12.4;0.00067208
12.5;0.00067257
12.6;0.00067276
12.700000000000001;0.00067269
12.8;0.00067238
12.899999999999999;0.00067183
13.0;0.00067109
13.1;0.00067014
13.2;0.00066902
13.3;0.00066774
13.4;0.00066631
13.5;0.00066474
13.6;0.00066304
13.7;0.00066123
13.8;0.0006593
13.9;0.00065729
14.0;0.00065518
14.100000000000001;0.00065299
14.2;0.00065072
14.299999999999999;0.00064839
14.4;0.00064599
14.5;0.00064354
14.600000000000001;0.00064105
14.7;0.0006385
14.799999999999999;0.00063591
14.9;0.00063329
15.0;0.00063064
15.1;0.00062795
15.200000000000001;0.00062525
15.3;0.00062252
15.399999999999999;0.00061977
15.5;0.00061701
15.6;0.00061423
15.7;0.00061144
15.8;0.00060864
15.9;0.00060585
16.0;0.00060304
16.1;0.00060022
16.2;0.00059741
16.3;0.00059461
16.4;0.0005918
16.5;0.00058898
16.6;0.00058619
16.7;0.00058339
16.8;0.0005806
16.9;0.00057782
17.0;0.00057505
17.1;0.00057229
17.2;0.00056954
17.3;0.0005668
17.400000000000002;0.00056407
17.5;0.00056136
17.599999999999998;0.00055865
17.7;0.00055596
17.8;0.00055329
17.900000000000002;0.00055062
18.0;0.00054797
18.1;0.00054534
18.200000000000003;0.00054272
18.3;0.00054012
18.4;0.00053753
18.5;0.00053497
18.6;0.00053241
18.7;0.00052987
18.799999999999997;0.00052735
18.9;0.00052485
19.0;0.00052236
19.099999999999998;0.00051989
19.200000000000003;0.00051744
19.3;0.000515
19.4;0.00051258
19.5;0.00051018
19.6;0.00050779
19.7;0.00050543
19.8;0.00050307
19.900000000000002;0.00050074
20.0;0.00049842
20.099999999999998;0.00049612
20.2;0.00049384
20.3;0.00049157
20.4;0.00048933
20.5;0.0004871
