202     -95.0
213     -84.5
233     -72.8
253     -63.0
269     -55.5
278     -51.8
295     -43.5
330     -32.9
355     -26.2
370     -23.2
400     -17.5
415     -15.0
430     -12.7
460     -8.7
500     -4.3
